player1,player2,pair_elo,matches_together
Pailet E.,Stone W.,6.112305125985315,2
Black N.,Shearer D.,5.9933714133978935,2
Laidlaw R.,Yang L.,5.881812604526683,2
Pailet E.,Taylor Z.,5.9118288113180375,2
Alhouni M.,Eveloff R.,6.013896330892236,2
Dawidjan R.,Wild J.,5.898992672393553,2
Newman R.,Parks T.,5.9125311253649375,2
Davison J.,Reason J.,5.929311322064369,2
Camron R.,Sherry R.,5.878025552046558,2
Elliott J.,Matthews N.,5.89829631094466,2
Arnold J.,Tellez P.,6.169377907390875,2
Dow G.,Duong Q.,6.143599697940865,2
Burl C.,Presser J.,5.9681517975355,2
Diamond C.,Dow G.,6.05635779834055,2
Inn R.,Santini E.,5.892368231530483,2
Lui J.,Morrow T.,6.016341756372405,2
Attar S.,Wang J.,6.055051625890992,2
Auvergne S.,Cincola J.,6.054272476390719,2
Ignatowich J.,Staksrud F.,6.234030821179343,2
Kawka P.,Shick C.,6.206624199893312,2
Grabovic Z.,Legarreta A.,5.872213023954372,2
Croyle A.,Gonzalez T.,5.913644086718254,2
Whitehead G.,Wilson Q.,5.892778452170746,2
Holbrook T.,Key A.,5.86406887954353,2
Manning J.,Petterson N.,5.903318434816182,2
Garnett C.,Lohani A.,5.914104561687618,2
Beasley N.,Russo E.,5.903836733871361,2
Clemen A.,Gomez J.,5.8964149001949435,2
Alhouni M.,Pham C.,5.9001777453618525,2
Dutrieuille D.,Lindquist J.,5.89608769809301,2
Forsythe E.,Neufeldt C.,5.903453936992708,2
Bomberg T.,Johnson M.,5.891916224054206,2
Johnson C.,Prince J.,5.87029371479033,2
Arnold J.,Stone W.,6.084315033433498,2
Dayan K.,Kojima B.,6.115960760241149,2
Barrientos M.,Scarpa A.,6.035144015364989,2
Guidroz L.,Jansson A.,5.859857902799253,2
Case C.,Smith R.,6.038162540527327,2
Franco M.,Zogbi G.,5.93169668768555,2
Anderson M.,Rosner E.,5.939511329606914,2
Cincola J.,Trinh T.,5.909479819985077,2
Garza N.,Tamanaha W.,5.905453212397296,2
Andersen G.,Hall D.,5.9160835308819655,2
Nemoff C.,Venkatesan M.,5.845919795861504,2
Boydston C.,Schwend T.,5.8434190080980315,2
Diamond C.,Nemoff C.,6.032590530772497,2
Alhouni M.,Scarpa A.,6.059189958095445,2
Forsythe E.,Jensen D.,5.951465814564878,2
Brown M.,Dow G.,6.1058093510377764,2
Donkena A.,Morrow T.,6.039067371337212,2
Goldberg J.,Ignatowich J.,6.040815970744942,2
Millet A.,Ness L.,5.895857754518448,2
Kawka P.,Loong T.,6.175455009662638,2
Howells W.,Klinger C.,6.1886271962286035,2
Enright M.,Guyer D.,5.90804256399662,2
Barrientos M.,Garnett C.,6.015099181658986,2
Barrientos M.,Neumann A.,5.8634875891714895,2
Devilliers J.,Johnson Y.,6.088829973095504,2
Black N.,Young D.,6.204697205768332,2
Johnson C.,Nemoff C.,5.903118318215216,2
Forsythe E.,Yaraghi A.,5.897656372944879,2
Bond G.,Shearer D.,5.876947965726058,2
Finley R.,Prince J.,5.903018402072698,2
Campbell C.,Wasson L.,5.857781337476352,2
Hewett R.,Vich J.,6.234870063133362,2
Nani F.,Nunez J.,6.039592975475512,2
Hovenier B.,Trinh T.,6.077268187351432,2
Amiri F.,Burrows W.,6.073009654212403,2
Klinger C.,Young D.,6.159848939779277,2
Shick B.,Shick C.,6.104725582611138,2
Lee A.,Venkatesan M.,5.904227053048731,2
Patriquin H.,Tardio G.,5.9865073490859615,2
Neumann A.,Stone W.,5.907871273726289,2
Arnold J.,Hewett R.,5.9887127254256285,2
Blaszkewycz E.,Cincola J.,5.99378980081944,2
Carvalho D.,Grollman J.,5.960031128428899,1
Nunez J.,Parks Z.,5.994876641240732,1
Farias J.,Giannelli J.,5.927416719179331,1
Locklear P.,Rucinski M.,5.93058781242093,1
Afanasenka S.,Hutchins R.,5.914433999735186,1
Fritzges E.,Newcombe R.,5.98856861844887,1
Beasley N.,Delgado J.,5.927615612977205,1
Boyle H.,Ness L.,5.904455359752954,1
Ford Z.,Romano N.,5.990351338937734,1
Dawson C.,Fought T.,6.028009870748349,1
Alhouni M.,Taylor C.,6.060418051570468,1
Johnson Y.,Sherry R.,5.825698342913329,1
Cincola J.,French B.,5.9296176256540605,1
Delgado J.,Jensen D.,5.912600299925921,1
Weinbach D.,Weinbach S.,5.879420137946249,1
Burrows W.,Isner J.,5.874982723824762,1
Cassidy R.,Loyd M.,5.976725693114321,1
Duong Q.,Mead M.,5.943393594579888,1
Broderick J.,Lanier S.,5.957362568759833,1
Angelo S.,Truex C.,5.979041712426861,1
Alshon C.,Goldberg J.,5.901109997153326,1
Andrews J.,Markowitz E.,5.8709042325508145,1
Isner J.,Stone W.,5.960903726216843,1
Russo E.,Weinbach D.,5.8372020668588664,1
Hunter J.,Park M.,5.955877111209922,1
Bond G.,Carnett C.,5.8964857136757765,1
A Gonzales Jr R.,Quinones C.,5.811656346969018,1
Anandan B.,Boyer D.,5.926300424821051,1
Nemoff C.,Young D.,5.993252106523316,1
Kerr B.,Womack C.,5.939596943342104,1
Black N.,Taylor Z.,5.880067688647269,1
Amiri F.,Pham K.,5.896052020524879,1
Hargreaves M.,Tamaki K.,5.920598448162002,1
Hammond B.,Wild M.,5.865268623974077,1
Bellamy R.,Oncins E.,5.899737392060649,1
Markowitz E.,Mead M.,5.837229973769944,1
Fi M.,Vilchez W.,5.9371480922960735,1
Hovenier B.,Nemoff C.,5.9705110412822755,1
Ali R.,Tamaki K.,5.888258868529478,1
Dawidjan R.,Funemizu Y.,5.905482055885224,1
Newcombe R.,Santini E.,5.877744128001833,1
Beasley N.,Read K.,5.913524901813516,1
Anderson J.,Garretson C.,5.954124045280357,1
Andrews J.,Eveloff R.,5.860149197438195,1
Kim E.,Quinones C.,5.816800610319366,1
French B.,Shick C.,6.057915995244662,1
Eveloff R.,Jensen D.,5.897690358147936,1
Gonzalez I.,Parsons D.,5.930694794382474,1
Amiri F.,Mead M.,5.8711161983001645,1
Kim E.,Russo E.,5.8619763152904625,1
Violette E.,Wasson L.,5.834891442882349,1
Finan B.,Wild M.,5.917782633636644,1
Fu R.,Young D.,5.945569855915462,1
Bigoness K.,Giannelli J.,5.957026434566583,1
Bramblett B.,Rogers A.,5.867867808766418,1
Nesbitt M.,Sariban N.,5.947511047987575,1
Sock J.,Wilson T.,6.022339872532326,1
Hutchins R.,Markowitz E.,5.80865887000909,1
Gold H.,Sherry R.,5.879233471692393,1
Bies P.,Farias J.,5.955439526210947,1
Etea W.,Wasson L.,5.891917199130942,1
Truex C.,Williams L.,5.936264252566219,1
Lanier S.,Powell C.,5.882587186577365,1
Newcombe R.,Palm D.,5.844177787198987,1
Hawvermale D.,Rangel D.,5.919389734174445,1
Growcott M.,Mok J.,5.939575654557505,1
Gee A.,Nguyen H.,5.843458343408752,1
Ali S.,Gan E.,5.920931800089946,1
Guy A.,Torresin R.,5.917424779806513,1
Mead M.,Quinones C.,5.847184760744514,1
Haas P.,Kim E.,5.9216836387197445,1
Morrow T.,Newell B.,5.922401780560098,1
Herminas E.,Womack C.,5.921605008888955,1
Grant B.,MacKinnon W.,5.949023259418851,1
Estareja R.,Tamaki K.,5.854211618676095,1
Duong B.,Eveloff R.,5.862335495976971,1
Evans T.,Hargreaves M.,5.93923137177979,1
Kravchuk R.,Williams L.,5.925912209681336,1
Ayotte J.,Koszuta K.,5.863143825269537,1
Delgado J.,Mangiapane N.,5.921752632151542,1
Boyle H.,Wetherell A.,5.8859776948810705,1
Clayton B.,Owens W.,5.920362698276479,1
Santini E.,Terzian J.,5.920161812361313,1
Hansbrough T.,Jones H.,5.881053056098829,1
Clary A.,Zelasko N.,5.885672224904703,1
Agoglia M.,Nguyen H.,5.861542587070535,1
Ross H.,Unger A.,5.8829537355716415,1
Aronson G.,Eveloff R.,5.887283068127637,1
Grausnick A.,Thompson J.,5.857975127071047,1
Goodburn K.,Quinones C.,5.90423185954368,1
Diamond C.,Klinger C.,6.074579374422705,1
Jakovljevic I.,Roddy E.,6.018998763468279,1
Estareja R.,Goldin G.,5.99948172571389,1
Byun D.,Do Q.,5.9445480296294155,1
Baca M.,Wasson L.,5.804448417363635,1
Freeman M.,Green M.,5.92499370434046,1
Chernikov A.,Hunter J.,5.929670034481303,1
Itskovich P.,Zelasko N.,5.896232465958324,1
Kaplan M.,Riley S.,5.916516649619194,1
Caulfield K.,Osborne N.,5.9273366238597305,1
Bricker A.,Nguyen H.,5.903632867362002,1
Alhouni M.,Cassens J.,5.884267306443651,1
Cincola J.,Khlif N.,6.072294575165918,1
Wasson L.,Weinbach S.,5.91192808262461,1
Delgado J.,Newcombe R.,5.883293733524024,1
Anderson M.,Young D.,5.956474657708765,1
Bellamy R.,Johnson H.,6.034465602332095,1
Acob Z.,Bryant W.,5.997558351271643,1
Smith S.,Young D.,5.968208044528517,1
Beasley N.,Boyer D.,6.0029622074508575,1
Rahachou S.,Russo E.,5.841333082770112,1
Haugdahl M.,Macauley J.,5.903477833433984,1
Smith S.,Stone W.,6.031278952802175,1
Garza A.,Khan A.,5.885179290798188,1
Hall D.,Lau W.,5.87719305897068,1
Cassens J.,Gomez J.,5.868026085419797,1
Betts J.,Blocker C.,5.832095418706681,1
Kantzalis F.,Mead M.,5.926028246616055,1
Bertram E.,Powell C.,5.918671046991673,1
Angelo S.,Farnsworth D.,5.938851243787983,1
Alda M.,Kim E.,5.919498577338423,1
Ayotte J.,Finley R.,5.9077278294721465,1
Acob Z.,Zukeran G.,5.95734162903598,1
Quintero J.,Venkatesan M.,5.884799973802242,1
Rettenmaier T.,Stone W.,6.032177288811033,1
Farias J.,Taylor C.,6.016623960079538,1
Harvey A.,Perez E.,5.941687088656022,1
Burrows W.,Jensen D.,5.981641179982,1
OReilly A.,Sherry R.,5.881069003069484,1
Tamanaha W.,Venkatesan M.,5.948914968946745,1
Boydston C.,Hall D.,5.912489447812833,1
Trinh T.,Wasson L.,5.8056192828976965,1
Do Q.,Gilbert R.,5.9024776871832305,1
Freeman M.,Ignatowich J.,6.059118030108737,1
Burrows W.,Tamaki K.,5.927852504737043,1
Mercado A.,Ray P.,5.972246428093758,1
Joseph G.,Neumann A.,5.884016023436777,1
Millet A.,Santini E.,5.892084660105064,1
Thorn J.,Traxler D.,5.967501018585439,1
Duffin L.,Rosenbach L.,5.946556600809448,1
Bond G.,Eveloff R.,5.830149518392495,1
Legarreta A.,Newcombe R.,5.849026226801496,1
Haworth C.,Quinones C.,5.874835988105775,1
Diamond C.,Taylor Z.,5.849331974748214,1
Pailet E.,Shearer D.,5.840889871013755,1
Markowitz E.,Zwiren N.,5.882062765602881,1
Kim E.,Morrow T.,5.929684363252394,1
Hutchins R.,Payetta L.,5.836058451414286,1
Jamieson W.,Joseph G.,5.892536558528254,1
Beasley N.,Rahachou S.,5.832344774668148,1
Car D.,Diamond C.,5.972574530836591,1
Fritze B.,Tomassi T.,5.994436862035776,1
Guy A.,Laidlaw R.,5.996855261968292,1
Lane B.,Roddy E.,5.921567032443965,1
Grollman J.,Perez E.,5.950864564533973,1
Crum A.,Ford Z.,5.934728744849512,1
Green M.,Morrow T.,5.921840935594067,1
Car D.,Fritze B.,5.96679299141798,1
Hovenier B.,Johnson Y.,5.885037017522886,1
Chrysostom J.,Vilchez W.,5.93524235521198,1
Akin T.,Hammond B.,5.9018500361780974,1
Andrews J.,Sherry R.,5.835403481568102,1
Gold H.,Grollman J.,5.906679363489527,1
French B.,Scarpa A.,5.951923053840403,1
Emery A.,Russo E.,5.912615134799489,1
Diamond C.,Parks Z.,5.949225672134805,1
Truong J.,Vero-Casavant C.,5.960048376310836,1
Duong Q.,Ge A.,6.209110918926042,1
Broderick J.,Farias J.,5.959179203295074,1
Jensen D.,Tamaki K.,5.94439741458476,1
Finley R.,Nemoff C.,5.882632989634113,1
Boyer D.,Wazir A.,5.914328824594681,1
Davison J.,Nani L.,5.925324727353941,1
Gingrich D.,Weinbach D.,5.86508539814018,1
Barrientos M.,Kawka P.,5.953257101347354,1
Ayotte J.,Tamanaha W.,6.038323357614704,1
Lane B.,Loyd M.,5.951413686274073,1
Garcia E.,Montoya N.,5.880618535217954,1
Jensen D.,Skufca R.,5.927953986257344,1
Bragg J.,Sherry R.,5.909497142150032,1
De La Rosa D.,Siljestrom A.,6.022184427923297,1
Lohani A.,Seward K.,5.954030412923466,1
Bellamy R.,Bond G.,5.902642466375881,1
Cassidy R.,Ngo F.,5.974437215615142,1
Dawidjan R.,Duong B.,5.847610665181478,1
Dyer P.,Schiller M.,5.974649878649261,1
Boyle H.,Delgado J.,5.899934937178032,1
Clemmer T.,Fritze B.,5.9234169013057425,1
Funemizu Y.,Goins J.,5.963043871155379,1
Alhouni M.,Nemoff C.,5.913732325779504,1
Dawson C.,Devilliers J.,6.063909649970858,1
Klinger C.,Whittaker R.,5.919947143841101,1
Kinney J.,Lladro J.,5.984947670042024,1
Anandan B.,Chassang D.,5.966269374134236,1
Matthews N.,Weinbach D.,5.859402769002633,1
Shaw T.,Shaw T.,5.9914053128043685,1
Andrews J.,Farias J.,5.968032285662721,1
Do Q.,Shekar K.,5.938506649194528,1
Dawson C.,Koller A.,6.002622997575731,1
Markowitz E.,Quinones C.,5.762659691140991,1
Goldberg J.,Moore C.,5.877998090614025,1
Harshman B.,Kim E.,5.991386795254952,1
Goldberg J.,Hewett R.,5.8600507500573,1
Alhouni M.,Barlow M.,5.881255416746585,1
Locklear P.,Yates K.,5.972325382009162,1
Alhouni M.,Dobran J.,5.915220504499944,1
Gonzalez A.,Vanderwarf N.,5.951352599577444,1
Garcia E.,Johnson C.,5.857500853614498,1
Cassidy R.,Weinbach D.,5.892014635389205,1
Lewis B.,OReilly A.,5.982265167405943,1
Duong Q.,Whittaker R.,5.88655868424058,1
Schupp E.,Toom J.,5.991278214773914,1
Ge A.,Lui J.,5.910095633074994,1
Larson B.,Wilson Q.,5.920494606997473,1
Brandt R.,Cheney J.,5.9739739724229,1
DAmico G.,Rettenmaier T.,5.926439296760971,1
Case C.,Fullmer A.,5.955413854224422,1
Ge A.,Koszuta K.,5.876884004443279,1
Gingrich D.,Palm D.,5.940860840856989,1
Bellamy R.,Taylor Z.,5.922849844959289,1
Duong B.,Tomas I.,5.867466419345602,1
Ayotte J.,Inn R.,5.880743593002375,1
Poland J.,Santini E.,5.906787128374255,1
Cullimore K.,Larson B.,5.879845101810105,1
Amiri A.,Amiri F.,5.8849821336134465,1
Khlif N.,Stone W.,5.938282741909628,1
Cassidy R.,Farias J.,5.961731564338822,1
Afanasenka S.,Nahum M.,5.931190737591393,1
Pham A.,Pham K.,5.9113154557339405,1
Fulgenzi W.,Hunter J.,5.930860165370996,1
Angelo S.,Fu R.,5.961973677351746,1
Growcott M.,Polyakov D.,5.952335803117503,1
Frank O.,Kappes K.,5.974553262010875,1
Campbell C.,Goldberg J.,5.842140129505421,1
Fought T.,Koller A.,6.101576177058345,1
Bricker A.,Mccollin N.,5.941304229358948,1
Loyd M.,Smith P.,6.064874860007227,1
Gingrich D.,Roditi D.,5.925837356991318,1
Koszuta K.,Montoya N.,5.883584594504702,1
Querrey S.,Sherry R.,5.88940324661758,1
Haas P.,Litvinov D.,5.983236179375329,1
Johnson Y.,Smith P.,6.0823212531991615,1
Baca M.,Warnick J.,5.8855492269860274,1
Teoni P.,Whitehead G.,5.952617838497673,1
Irizarry E.,Read A.,5.934529994867725,1
Sherry R.,Witten J.,5.857493778476993,1
Donkena A.,Lee S.,6.060953109437905,1
Burrows W.,Wasson L.,5.885792879691319,1
Gauthier A.,Protzek T.,5.976452697951247,1
Funemizu Y.,Hamaguchi K.,5.9788467203499245,1
Blaszkewycz E.,Loyd M.,5.994680794863095,1
Fritze B.,Torresin R.,5.949906194789049,1
Kawka P.,Markowitz E.,5.899732417167127,1
Grollman J.,Pham K.,5.98216342795175,1
Koszuta K.,Teoni P.,5.887779897562073,1
Goldberg J.,Weinbach D.,5.841505154872552,1
Adelson S.,Milo S.,5.994916769506295,1
Bayoumy A.,Wild J.,5.937261298445661,1
Hong T.,Morrow T.,5.957972419605826,1
Bock J.,Brown M.,6.043677642832333,1
Heck C.,Oxler J.,5.967883544143032,1
Agoglia M.,Kerr B.,5.886646965366553,1
Broderick J.,Livornese R.,5.931080653488974,1
Diamond C.,Fu R.,5.816667661399397,1
Johnson Y.,Tamaki K.,5.935504731398085,1
Koszuta K.,Newcombe R.,5.8463476409906665,1
Boyle H.,Hirschler Z.,5.942918323269599,1
Clayton B.,Delgado J.,5.924446481452193,1
Brown M.,Diamond C.,5.963749576110129,1
Goldberg J.,Siljestrom A.,5.907021664955334,1
Black N.,Bramblett B.,5.913621731282018,1
Cassidy R.,Gilbert R.,5.843316603779633,1
Castleberry C.,Vegas M.,5.91018680445914,1
Edwards J.,Violette E.,5.887327856708839,1
Bies P.,Cassidy R.,5.934959046737997,1
Andrews J.,Wild M.,5.88587085781959,1
Goldberg J.,Whittaker R.,5.8427183897692485,1
